#iter   OP_diff   mu  QuantEnergy.real  .imag  ClassEnergy.real  .imag  Total_n_up    Total_n_dn   Energy_diff
128   3.1493185296e-06   5.3012714807e+01   5.5431816296e+02  0.0000000000e+00  -2.1851629718e+02   6.5777376696e-10   1.4787538865e+00  1.5212461135e+00   4.7122828448e-05
129   3.0927527323e-06   5.3012714807e+01   5.5431804356e+02  0.0000000000e+00  -2.1851622366e+02   6.6457015921e-10   1.4788295874e+00  1.5211704126e+00   4.5879368201e-05
130   3.0374610695e-06   5.3012714807e+01   5.5431792725e+02  0.0000000000e+00  -2.1851615203e+02   6.7129146188e-10   1.4789050664e+00  1.5210949336e+00   4.4679215193e-05
131   2.9833044730e-06   5.3012714807e+01   5.5431781395e+02  0.0000000000e+00  -2.1851608225e+02   6.7793755042e-10   1.4789803226e+00  1.5210196774e+00   4.3520619215e-05
132   2.9301554242e-06   5.3012714807e+01   5.5431770358e+02  0.0000000000e+00  -2.1851601428e+02   6.8450926431e-10   1.4790553547e+00  1.5209446453e+00   4.2401950395e-05
133   2.8779289367e-06   5.3012714807e+01   5.5431759604e+02  0.0000000000e+00  -2.1851594807e+02   6.9100629837e-10   1.4791301617e+00  1.5208698383e+00   4.1321703861e-05
134   2.8265818186e-06   5.3012714807e+01   5.5431749122e+02  0.0000000000e+00  -2.1851588353e+02   6.9742885497e-10   1.4792047426e+00  1.5207952574e+00   4.0278463928e-05
135   2.7760994408e-06   5.3012714807e+01   5.5431738902e+02  0.0000000000e+00  -2.1851582059e+02   7.0377703639e-10   1.4792790961e+00  1.5207209039e+00   3.9270917057e-05
136   2.7264819835e-06   5.3012714807e+01   5.5431728931e+02  0.0000000000e+00  -2.1851575918e+02   7.1005060662e-10   1.4793532207e+00  1.5206467793e+00   3.8297822130e-05
137   2.6777346647e-06   5.3012714807e+01   5.5431719202e+02  0.0000000000e+00  -2.1851569924e+02   7.1624999662e-10   1.4794271150e+00  1.5205728850e+00   3.7358011809e-05
138   2.6298622498e-06   5.3012714807e+01   5.5431709704e+02  0.0000000000e+00  -2.1851564072e+02   7.2237496236e-10   1.4795007770e+00  1.5204992230e+00   3.6450378957e-05
139   2.5828666420e-06   5.3012714807e+01   5.5431700430e+02  0.0000000000e+00  -2.1851558355e+02   7.2842615510e-10   1.4795742050e+00  1.5204257950e+00   3.5573862590e-05
140   2.5367462483e-06   5.3012714807e+01   5.5431691372e+02  0.0000000000e+00  -2.1851552770e+02   7.3440359792e-10   1.4796473969e+00  1.5203526031e+00   3.4727450611e-05
141   2.4914961894e-06   5.3012714807e+01   5.5431682522e+02  0.0000000000e+00  -2.1851547311e+02   7.4030775814e-10   1.4797203507e+00  1.5202796493e+00   3.3910164916e-05
142   2.4471088166e-06   5.3012714807e+01   5.5431673874e+02  0.0000000000e+00  -2.1851541975e+02   7.4613912320e-10   1.4797930642e+00  1.5202069358e+00   3.3121052468e-05
143   2.4035742801e-06   5.3012714807e+01   5.5431665420e+02  0.0000000000e+00  -2.1851536757e+02   7.5189806748e-10   1.4798655354e+00  1.5201344646e+00   3.2359188253e-05
144   2.3608810478e-06   5.3012714807e+01   5.5431657153e+02  0.0000000000e+00  -2.1851531652e+02   7.5758527690e-10   1.4799377623e+00  1.5200622377e+00   3.1623664313e-05
145   2.3190163518e-06   5.3012714807e+01   5.5431649067e+02  0.0000000000e+00  -2.1851526658e+02   7.6320149958e-10   1.4800097428e+00  1.5199902572e+00   3.0913589569e-05
146   2.2779665633e-06   5.3012714807e+01   5.5431641156e+02  0.0000000000e+00  -2.1851521770e+02   7.6874781553e-10   1.4800814753e+00  1.5199185247e+00   3.0228084540e-05
