#omega  DOS(omega)
639.896   0.00429165
639.906   0.00429613
639.916   0.00430063
639.926   0.00430514
639.936   0.00430965
639.946   0.00431418
639.956   0.00431871
639.966   0.00432326
639.976   0.00432781
639.986   0.00433237
639.996   0.00433695
640.006   0.00434153
640.016   0.00434613
640.026   0.00435073
640.036   0.00435535
640.046   0.00435997
640.056   0.00436461
640.066   0.00436925
640.076   0.00437391
640.086   0.00437858
640.096   0.00438325
640.106   0.00438794
640.116   0.00439263
640.126   0.00439734
640.136   0.00440206
640.146   0.00440679
640.156   0.00441153
640.166   0.00441627
640.176   0.00442103
640.186   0.0044258
640.196   0.00443058
640.206   0.00443538
640.216   0.00444018
640.226   0.00444499
640.236   0.00444981
640.246   0.00445465
640.256   0.00445949
640.266   0.00446435
640.276   0.00446921
640.286   0.00447409
640.296   0.00447898
640.306   0.00448388
640.316   0.00448879
640.326   0.00449371
640.336   0.00449864
640.346   0.00450358
640.356   0.00450854
640.366   0.0045135
640.376   0.00451848
640.386   0.00452347
640.396   0.00452846
640.406   0.00453347
640.416   0.0045385
640.426   0.00454353
640.436   0.00454857
640.446   0.00455363
640.456   0.00455869
640.466   0.00456377
640.476   0.00456886
640.486   0.00457396
640.496   0.00457907
640.506   0.0045842
640.516   0.00458933
640.526   0.00459448
640.536   0.00459964
640.546   0.00460481
640.556   0.00460999
640.566   0.00461518
640.576   0.00462039
640.586   0.00462561
640.596   0.00463084
640.606   0.00463608
640.616   0.00464133
640.626   0.0046466
640.636   0.00465187
640.646   0.00465716
640.656   0.00466247
640.666   0.00466778
640.676   0.0046731
640.686   0.00467844
640.696   0.00468379
640.706   0.00468916
640.716   0.00469453
640.726   0.00469992
640.736   0.00470532
640.746   0.00471073
640.756   0.00471615
640.766   0.00472159
640.776   0.00472704
640.786   0.0047325
640.796   0.00473797
640.806   0.00474346
640.816   0.00474896
640.826   0.00475447
640.836   0.00476
640.846   0.00476554
640.856   0.00477109
640.866   0.00477665
640.876   0.00478223
640.886   0.00478782
640.896   0.00479342
640.906   0.00479903
640.916   0.00480466
640.926   0.0048103
640.936   0.00481596
640.946   0.00482163
640.956   0.00482731
640.966   0.004833
640.976   0.00483871
640.986   0.00484443
640.996   0.00485017
641.006   0.00485591
641.016   0.00486168
641.026   0.00486745
641.036   0.00487324
641.046   0.00487904
641.056   0.00488486
641.066   0.00489069
641.076   0.00489653
641.086   0.00490239
641.096   0.00490826
641.106   0.00491414
641.116   0.00492004
641.126   0.00492595
641.136   0.00493188
641.146   0.00493782
641.156   0.00494377
641.166   0.00494974
641.176   0.00495572
641.186   0.00496172
641.196   0.00496773
641.206   0.00497376
641.216   0.00497979
641.226   0.00498585
641.236   0.00499192
641.246   0.004998
641.256   0.0050041
641.266   0.00501021
641.276   0.00501634
641.286   0.00502248
641.296   0.00502863
641.306   0.0050348
641.316   0.00504099
641.326   0.00504719
641.336   0.0050534
641.346   0.00505963
641.356   0.00506588
641.366   0.00507214
641.376   0.00507841
641.386   0.0050847
641.396   0.00509101
641.406   0.00509733
641.416   0.00510366
641.426   0.00511002
641.436   0.00511638
641.446   0.00512276
641.456   0.00512916
641.466   0.00513557
641.476   0.005142
641.486   0.00514845
641.496   0.00515491
641.506   0.00516138
641.516   0.00516787
641.526   0.00517438
641.536   0.0051809
641.546   0.00518744
641.556   0.00519399
641.566   0.00520056
641.576   0.00520715
641.586   0.00521375
641.596   0.00522037
641.606   0.00522701
641.616   0.00523366
641.626   0.00524033
641.636   0.00524701
641.646   0.00525371
641.656   0.00526043
641.666   0.00526716
641.676   0.00527391
641.686   0.00528068
641.696   0.00528746
641.706   0.00529426
641.716   0.00530108
641.726   0.00530791
641.736   0.00531477
641.746   0.00532163
641.756   0.00532852
641.766   0.00533542
641.776   0.00534234
641.786   0.00534928
641.796   0.00535623
641.806   0.0053632
641.816   0.00537019
641.826   0.0053772
641.836   0.00538422
641.846   0.00539126
641.856   0.00539832
641.866   0.00540539
641.876   0.00541249
641.886   0.0054196
641.896   0.00542673
641.906   0.00543388
641.916   0.00544104
641.926   0.00544823
641.936   0.00545543
641.946   0.00546265
641.956   0.00546989
641.966   0.00547714
641.976   0.00548442
641.986   0.00549171
641.996   0.00549902
642.006   0.00550635
642.016   0.0055137
642.026   0.00552107
642.036   0.00552845
642.046   0.00553586
642.056   0.00554328
642.066   0.00555072
642.076   0.00555819
642.086   0.00556567
642.096   0.00557317
642.106   0.00558068
642.116   0.00558822
642.126   0.00559578
642.136   0.00560336
642.146   0.00561095
642.156   0.00561857
642.166   0.0056262
642.176   0.00563386
642.186   0.00564153
642.196   0.00564923
642.206   0.00565694
642.216   0.00566468
642.226   0.00567243
642.236   0.0056802
642.246   0.005688
642.256   0.00569581
642.266   0.00570365
642.276   0.0057115
642.286   0.00571938
642.296   0.00572727
642.306   0.00573519
642.316   0.00574313
642.326   0.00575109
642.336   0.00575906
642.346   0.00576706
642.356   0.00577508
642.366   0.00578313
642.376   0.00579119
642.386   0.00579927
642.396   0.00580738
642.406   0.0058155
642.416   0.00582365
642.426   0.00583182
642.436   0.00584001
642.446   0.00584822
642.456   0.00585646
642.466   0.00586471
642.476   0.00587299
642.486   0.00588129
642.496   0.00588961
642.506   0.00589795
642.516   0.00590632
642.526   0.00591471
642.536   0.00592312
642.546   0.00593155
642.556   0.00594
642.566   0.00594848
642.576   0.00595698
642.586   0.0059655
642.596   0.00597405
642.606   0.00598262
642.616   0.00599121
642.626   0.00599982
642.636   0.00600846
642.646   0.00601712
642.656   0.0060258
642.666   0.00603451
642.676   0.00604324
642.686   0.006052
642.696   0.00606078
642.706   0.00606958
642.716   0.0060784
642.726   0.00608725
642.736   0.00609613
642.746   0.00610502
642.756   0.00611395
642.766   0.00612289
642.776   0.00613186
642.786   0.00614086
642.796   0.00614988
642.806   0.00615892
642.816   0.00616799
642.826   0.00617708
642.836   0.0061862
642.846   0.00619534
642.856   0.00620451
642.866   0.00621371
642.876   0.00622292
642.886   0.00623217
642.896   0.00624144
642.906   0.00625073
642.916   0.00626005
642.926   0.0062694
642.936   0.00627877
642.946   0.00628817
642.956   0.0062976
642.966   0.00630705
642.976   0.00631652
642.986   0.00632603
642.996   0.00633556
643.006   0.00634511
643.016   0.0063547
643.026   0.00636431
643.036   0.00637394
643.046   0.00638361
643.056   0.0063933
643.066   0.00640301
643.076   0.00641276
643.086   0.00642253
643.096   0.00643233
643.106   0.00644216
643.116   0.00645201
643.126   0.00646189
643.136   0.00647181
643.146   0.00648174
643.156   0.00649171
643.166   0.00650171
643.176   0.00651173
643.186   0.00652178
643.196   0.00653186
643.206   0.00654197
643.216   0.00655211
643.226   0.00656227
643.236   0.00657247
643.246   0.0065827
643.256   0.00659295
643.266   0.00660323
643.276   0.00661355
643.286   0.00662389
643.296   0.00663426
643.306   0.00664466
643.316   0.00665509
643.326   0.00666556
643.336   0.00667605
643.346   0.00668657
643.356   0.00669712
643.366   0.00670771
643.376   0.00671832
643.386   0.00672897
643.396   0.00673964
643.406   0.00675035
643.416   0.00676109
643.426   0.00677185
643.436   0.00678265
643.446   0.00679349
643.456   0.00680435
643.466   0.00681525
643.476   0.00682617
643.486   0.00683713
643.496   0.00684812
643.506   0.00685915
643.516   0.0068702
643.526   0.00688129
643.536   0.00689241
643.546   0.00690357
643.556   0.00691476
643.566   0.00692598
643.576   0.00693723
643.586   0.00694852
643.596   0.00695984
643.606   0.00697119
643.616   0.00698258
643.626   0.006994
643.636   0.00700546
643.646   0.00701695
643.656   0.00702847
643.666   0.00704003
643.676   0.00705162
643.686   0.00706325
643.696   0.00707491
643.706   0.00708661
643.716   0.00709835
643.726   0.00711011
643.736   0.00712192
643.746   0.00713376
643.756   0.00714563
643.766   0.00715755
643.776   0.00716949
643.786   0.00718148
643.796   0.0071935
643.806   0.00720555
643.816   0.00721765
643.826   0.00722978
643.836   0.00724195
643.846   0.00725415
643.856   0.00726639
643.866   0.00727867
643.876   0.00729099
643.886   0.00730334
643.896   0.00731574
643.906   0.00732817
643.916   0.00734064
643.926   0.00735314
643.936   0.00736569
643.946   0.00737827
643.956   0.0073909
643.966   0.00740356
643.976   0.00741626
643.986   0.007429
643.996   0.00744179
644.006   0.00745461
644.016   0.00746747
644.026   0.00748037
644.036   0.00749331
644.046   0.00750629
644.056   0.00751932
644.066   0.00753238
644.076   0.00754548
644.086   0.00755863
644.096   0.00757182
644.106   0.00758505
644.116   0.00759832
644.126   0.00761163
644.136   0.00762498
644.146   0.00763838
644.156   0.00765182
644.166   0.0076653
644.176   0.00767883
644.186   0.00769239
644.196   0.007706
644.206   0.00771966
644.216   0.00773336
644.226   0.0077471
644.236   0.00776088
644.246   0.00777471
644.256   0.00778859
644.266   0.00780251
644.276   0.00781647
644.286   0.00783048
644.296   0.00784453
644.306   0.00785863
644.316   0.00787278
644.326   0.00788697
644.336   0.00790121
644.346   0.00791549
644.356   0.00792982
644.366   0.0079442
644.376   0.00795862
644.386   0.00797309
644.396   0.00798761
644.406   0.00800217
644.416   0.00801679
644.426   0.00803145
644.436   0.00804616
644.446   0.00806091
644.456   0.00807572
644.466   0.00809057
644.476   0.00810548
644.486   0.00812043
644.496   0.00813543
644.506   0.00815048
644.516   0.00816559
644.526   0.00818074
644.536   0.00819594
644.546   0.0082112
644.556   0.0082265
644.566   0.00824186
644.576   0.00825726
644.586   0.00827272
644.596   0.00828823
644.606   0.0083038
644.616   0.00831941
644.626   0.00833508
644.636   0.0083508
644.646   0.00836657
644.656   0.0083824
644.666   0.00839828
644.676   0.00841421
644.686   0.0084302
644.696   0.00844625
644.706   0.00846234
644.716   0.00847849
644.726   0.0084947
644.736   0.00851097
644.746   0.00852728
644.756   0.00854366
644.766   0.00856009
644.776   0.00857658
644.786   0.00859312
644.796   0.00860972
644.806   0.00862638
644.816   0.0086431
644.826   0.00865987
644.836   0.0086767
644.846   0.00869359
644.856   0.00871054
644.866   0.00872755
644.876   0.00874462
644.886   0.00876174
644.896   0.00877893
644.906   0.00879618
644.916   0.00881348
644.926   0.00883085
644.936   0.00884828
644.946   0.00886577
644.956   0.00888332
644.966   0.00890094
644.976   0.00891862
644.986   0.00893635
644.996   0.00895416
645.006   0.00897202
645.016   0.00898995
645.026   0.00900794
645.036   0.009026
645.046   0.00904412
645.056   0.00906231
645.066   0.00908056
645.076   0.00909887
645.086   0.00911726
645.096   0.0091357
645.106   0.00915422
645.116   0.0091728
645.126   0.00919145
645.136   0.00921017
645.146   0.00922895
645.156   0.0092478
645.166   0.00926672
645.176   0.00928571
645.186   0.00930477
645.196   0.0093239
645.206   0.0093431
645.216   0.00936237
645.226   0.0093817
645.236   0.00940111
645.246   0.0094206
645.256   0.00944015
645.266   0.00945977
645.276   0.00947947
645.286   0.00949924
645.296   0.00951909
645.306   0.009539
645.316   0.009559
645.326   0.00957906
645.336   0.0095992
645.346   0.00961942
645.356   0.00963971
645.366   0.00966008
645.376   0.00968052
645.386   0.00970104
645.396   0.00972164
645.406   0.00974231
645.416   0.00976307
645.426   0.0097839
645.436   0.00980481
645.446   0.0098258
645.456   0.00984687
645.466   0.00986802
645.476   0.00988925
645.486   0.00991056
645.496   0.00993195
645.506   0.00995343
645.516   0.00997498
645.526   0.00999662
645.536   0.0100183
645.546   0.0100401
645.556   0.010062
645.566   0.010084
645.576   0.0101061
645.586   0.0101282
645.596   0.0101504
645.606   0.0101728
645.616   0.0101952
645.626   0.0102177
645.636   0.0102402
645.646   0.0102629
645.656   0.0102857
645.666   0.0103085
645.676   0.0103314
645.686   0.0103545
645.696   0.0103776
645.706   0.0104008
645.716   0.0104241
645.726   0.0104475
645.736   0.010471
645.746   0.0104945
645.756   0.0105182
645.766   0.010542
645.776   0.0105658
645.786   0.0105898
645.796   0.0106139
645.806   0.010638
645.816   0.0106623
645.826   0.0106866
645.836   0.010711
645.846   0.0107356
645.856   0.0107602
645.866   0.010785
645.876   0.0108098
645.886   0.0108347
645.896   0.0108598
645.906   0.0108849
645.916   0.0109102
645.926   0.0109355
645.936   0.010961
645.946   0.0109865
645.956   0.0110122
645.966   0.011038
645.976   0.0110639
645.986   0.0110898
645.996   0.0111159
646.006   0.0111421
646.016   0.0111684
646.026   0.0111949
646.036   0.0112214
646.046   0.011248
646.056   0.0112748
646.066   0.0113016
646.076   0.0113286
646.086   0.0113557
646.096   0.0113829
646.106   0.0114102
646.116   0.0114377
646.126   0.0114652
646.136   0.0114929
646.146   0.0115207
646.156   0.0115486
646.166   0.0115766
646.176   0.0116047
646.186   0.011633
646.196   0.0116614
646.206   0.0116899
646.216   0.0117185
646.226   0.0117473
646.236   0.0117761
646.246   0.0118051
646.256   0.0118343
646.266   0.0118635
646.276   0.0118929
646.286   0.0119224
646.296   0.011952
646.306   0.0119818
646.316   0.0120117
646.326   0.0120417
646.336   0.0120719
646.346   0.0121022
646.356   0.0121326
646.366   0.0121632
646.376   0.0121939
646.386   0.0122247
646.396   0.0122557
646.406   0.0122868
646.416   0.012318
646.426   0.0123494
646.436   0.012381
646.446   0.0124126
646.456   0.0124444
646.466   0.0124764
646.476   0.0125085
646.486   0.0125407
646.496   0.0125731
646.506   0.0126057
646.516   0.0126383
646.526   0.0126712
646.536   0.0127042
646.546   0.0127373
646.556   0.0127706
646.566   0.012804
646.576   0.0128376
646.586   0.0128714
646.596   0.0129053
646.606   0.0129393
646.616   0.0129735
646.626   0.0130079
646.636   0.0130424
646.646   0.0130771
646.656   0.013112
646.666   0.013147
646.676   0.0131822
646.686   0.0132176
646.696   0.0132531
646.706   0.0132888
646.716   0.0133246
646.726   0.0133606
646.736   0.0133968
646.746   0.0134332
646.756   0.0134697
646.766   0.0135065
646.776   0.0135433
646.786   0.0135804
646.796   0.0136176
646.806   0.0136551
646.816   0.0136927
646.826   0.0137305
646.836   0.0137684
646.846   0.0138066
646.856   0.0138449
646.866   0.0138834
646.876   0.0139221
646.886   0.013961
646.896   0.0140001
646.906   0.0140394
646.916   0.0140789
646.926   0.0141186
646.936   0.0141584
646.946   0.0141985
646.956   0.0142387
646.966   0.0142792
646.976   0.0143199
646.986   0.0143607
646.996   0.0144018
647.006   0.0144431
647.016   0.0144845
647.026   0.0145262
647.036   0.0145681
647.046   0.0146102
647.056   0.0146526
647.066   0.0146951
647.076   0.0147379
647.086   0.0147808
647.096   0.014824
647.106   0.0148674
647.116   0.0149111
647.126   0.0149549
647.136   0.014999
647.146   0.0150433
647.156   0.0150879
647.166   0.0151326
647.176   0.0151776
647.186   0.0152229
647.196   0.0152683
647.206   0.0153141
647.216   0.01536
647.226   0.0154062
647.236   0.0154526
647.246   0.0154993
647.256   0.0155462
647.266   0.0155934
647.276   0.0156408
647.286   0.0156885
647.296   0.0157364
647.306   0.0157846
647.316   0.015833
647.326   0.0158817
647.336   0.0159307
647.346   0.0159799
647.356   0.0160294
647.366   0.0160792
647.376   0.0161292
647.386   0.0161795
647.396   0.0162301
647.406   0.0162809
647.416   0.016332
647.426   0.0163834
647.436   0.0164351
647.446   0.0164871
647.456   0.0165394
647.466   0.0165919
647.476   0.0166448
647.486   0.0166979
647.496   0.0167513
647.506   0.016805
647.516   0.0168591
647.526   0.0169134
647.536   0.016968
647.546   0.017023
647.556   0.0170782
647.566   0.0171338
647.576   0.0171897
647.586   0.0172459
647.596   0.0173024
647.606   0.0173592
647.616   0.0174164
647.626   0.0174739
647.636   0.0175317
647.646   0.0175899
647.656   0.0176484
647.666   0.0177072
647.676   0.0177664
647.686   0.0178259
647.696   0.0178858
647.706   0.017946
647.716   0.0180066
647.726   0.0180675
647.736   0.0181288
647.746   0.0181904
647.756   0.0182524
647.766   0.0183148
647.776   0.0183776
647.786   0.0184407
647.796   0.0185042
647.806   0.0185681
647.816   0.0186323
647.826   0.018697
647.836   0.018762
647.846   0.0188274
647.856   0.0188933
647.866   0.0189595
647.876   0.0190261
647.886   0.0190932
647.896   0.0191606
647.906   0.0192285
647.916   0.0192968
647.926   0.0193655
647.936   0.0194346
647.946   0.0195042
647.956   0.0195742
647.966   0.0196446
647.976   0.0197155
647.986   0.0197868
647.996   0.0198585
648.006   0.0199307
648.016   0.0200034
648.026   0.0200765
648.036   0.0201501
648.046   0.0202242
648.056   0.0202987
648.066   0.0203737
648.076   0.0204492
648.086   0.0205252
648.096   0.0206016
648.106   0.0206786
648.116   0.020756
648.126   0.020834
648.136   0.0209124
648.146   0.0209914
648.156   0.0210709
648.166   0.0211509
648.176   0.0212315
648.186   0.0213125
648.196   0.0213941
648.206   0.0214763
648.216   0.021559
648.226   0.0216422
648.236   0.021726
648.246   0.0218104
648.256   0.0218953
648.266   0.0219808
648.276   0.0220669
648.286   0.0221536
648.296   0.0222408
648.306   0.0223287
648.316   0.0224171
648.326   0.0225062
648.336   0.0225959
648.346   0.0226861
648.356   0.0227771
648.366   0.0228686
648.376   0.0229608
648.386   0.0230536
648.396   0.023147
648.406   0.0232412
648.416   0.0233359
648.426   0.0234314
648.436   0.0235275
648.446   0.0236243
648.456   0.0237218
648.466   0.02382
648.476   0.0239189
648.486   0.0240185
648.496   0.0241188
648.506   0.0242198
648.516   0.0243216
648.526   0.0244241
648.536   0.0245273
648.546   0.0246313
648.556   0.0247361
648.566   0.0248416
648.576   0.0249479
648.586   0.025055
648.596   0.0251629
648.606   0.0252715
648.616   0.025381
648.626   0.0254913
648.636   0.0256025
648.646   0.0257144
648.656   0.0258272
648.666   0.0259409
648.676   0.0260554
648.686   0.0261708
648.696   0.0262871
648.706   0.0264042
648.716   0.0265223
648.726   0.0266412
648.736   0.0267611
648.746   0.0268819
648.756   0.0270037
648.766   0.0271264
648.776   0.02725
648.786   0.0273746
648.796   0.0275002
648.806   0.0276268
648.816   0.0277544
648.826   0.027883
648.836   0.0280126
648.846   0.0281433
648.856   0.028275
648.866   0.0284077
648.876   0.0285415
648.886   0.0286765
648.896   0.0288125
648.906   0.0289496
648.916   0.0290878
648.926   0.0292271
648.936   0.0293676
648.946   0.0295093
648.956   0.0296521
648.966   0.0297961
648.976   0.0299413
648.986   0.0300878
648.996   0.0302354
649.006   0.0303843
649.016   0.0305344
649.026   0.0306858
649.036   0.0308385
649.046   0.0309925
649.056   0.0311478
649.066   0.0313045
649.076   0.0314624
649.086   0.0316218
649.096   0.0317825
649.106   0.0319446
649.116   0.0321082
649.126   0.0322731
649.136   0.0324395
649.146   0.0326074
649.156   0.0327767
649.166   0.0329476
649.176   0.0331199
649.186   0.0332938
649.196   0.0334693
649.206   0.0336463
649.216   0.033825
649.226   0.0340052
649.236   0.0341871
649.246   0.0343706
649.256   0.0345558
649.266   0.0347427
649.276   0.0349314
649.286   0.0351217
649.296   0.0353139
649.306   0.0355078
649.316   0.0357035
649.326   0.0359011
649.336   0.0361005
649.346   0.0363018
649.356   0.036505
649.366   0.0367102
649.376   0.0369173
649.386   0.0371264
649.396   0.0373375
649.406   0.0375506
649.416   0.0377658
649.426   0.037983
649.436   0.0382024
649.446   0.038424
649.456   0.0386477
649.466   0.0388736
649.476   0.0391018
649.486   0.0393322
649.496   0.0395649
649.506   0.0397999
649.516   0.0400373
649.526   0.0402772
649.536   0.0405194
649.546   0.0407641
649.556   0.0410113
649.566   0.041261
649.576   0.0415132
649.586   0.0417681
649.596   0.0420257
649.606   0.0422859
649.616   0.0425488
649.626   0.0428145
649.636   0.0430829
649.646   0.0433542
649.656   0.0436284
649.666   0.0439055
649.676   0.0441856
649.686   0.0444686
649.696   0.0447548
649.706   0.045044
649.716   0.0453363
649.726   0.0456319
649.736   0.0459306
649.746   0.0462327
649.756   0.0465381
649.766   0.0468469
649.776   0.0471591
649.786   0.0474748
649.796   0.0477941
649.806   0.0481169
649.816   0.0484434
649.826   0.0487737
649.836   0.0491076
649.846   0.0494455
649.856   0.0497872
649.866   0.0501328
649.876   0.0504825
649.886   0.0508362
649.896   0.0511941
649.906   0.0515562
649.916   0.0519226
649.926   0.0522933
649.936   0.0526684
649.946   0.053048
649.956   0.0534322
649.966   0.053821
649.976   0.0542146
649.986   0.0546129
649.996   0.0550161
650.006   0.0554243
650.016   0.0558375
650.026   0.0562558
650.036   0.0566793
650.046   0.0571081
650.056   0.0575424
650.066   0.0579821
650.076   0.0584273
650.086   0.0588783
650.096   0.059335
650.106   0.0597976
650.116   0.0602662
650.126   0.0607409
650.136   0.0612217
650.146   0.0617089
650.156   0.0622025
650.166   0.0627026
650.176   0.0632093
650.186   0.0637228
650.196   0.0642433
650.206   0.0647707
650.216   0.0653053
650.226   0.0658471
650.236   0.0663964
650.246   0.0669533
650.256   0.0675178
650.266   0.0680902
650.276   0.0686705
650.286   0.0692591
650.296   0.0698559
650.306   0.0704611
650.316   0.071075
650.326   0.0716977
650.336   0.0723293
650.346   0.0729701
650.356   0.0736202
650.366   0.0742798
650.376   0.0749491
650.386   0.0756283
650.396   0.0763175
650.406   0.077017
650.416   0.0777271
650.426   0.0784478
650.436   0.0791795
650.446   0.0799223
650.456   0.0806765
650.466   0.0814423
650.476   0.08222
650.486   0.0830098
650.496   0.083812
650.506   0.0846268
650.516   0.0854546
650.526   0.0862955
650.536   0.0871498
650.546   0.088018
650.556   0.0889002
650.566   0.0897967
650.576   0.090708
650.586   0.0916343
650.596   0.0925759
650.606   0.0935332
650.616   0.0945066
650.626   0.0954964
650.636   0.0965029
650.646   0.0975267
650.656   0.098568
650.666   0.0996273
650.676   0.100705
650.686   0.101802
650.696   0.102917
650.706   0.104053
650.716   0.105209
650.726   0.106385
650.736   0.107583
650.746   0.108802
650.756   0.110044
650.766   0.111308
650.776   0.112596
650.786   0.113908
650.796   0.115244
650.806   0.116606
650.816   0.117993
650.826   0.119407
650.836   0.120847
650.846   0.122316
650.856   0.123813
650.866   0.12534
650.876   0.126897
650.886   0.128484
650.896   0.130104
650.906   0.131756
650.916   0.133441
650.926   0.135161
650.936   0.136916
650.946   0.138708
650.956   0.140537
650.966   0.142404
650.976   0.14431
650.986   0.146258
650.996   0.148246
651.006   0.150278
651.016   0.152354
651.026   0.154476
651.036   0.156644
651.046   0.158861
651.056   0.161127
651.066   0.163444
651.076   0.165814
651.086   0.168238
651.096   0.170719
651.106   0.173257
651.116   0.175854
651.126   0.178513
651.136   0.181235
651.146   0.184023
651.156   0.186878
651.166   0.189802
651.176   0.192799
651.186   0.195869
651.196   0.199017
651.206   0.202244
651.216   0.205553
651.226   0.208946
651.236   0.212428
651.246   0.216
651.256   0.219665
651.266   0.223428
651.276   0.227292
651.286   0.23126
651.296   0.235336
651.306   0.239524
651.316   0.243827
651.326   0.248251
651.336   0.2528
651.346   0.257478
651.356   0.262291
651.366   0.267243
651.376   0.27234
651.386   0.277588
651.396   0.282992
651.406   0.288559
651.416   0.294295
651.426   0.300207
651.436   0.306302
651.446   0.312588
651.456   0.319073
651.466   0.325765
651.476   0.332672
651.486   0.339805
651.496   0.347173
651.506   0.354785
651.516   0.362654
651.526   0.37079
651.536   0.379205
651.546   0.387912
651.556   0.396924
651.566   0.406255
651.576   0.415922
651.586   0.425938
651.596   0.436321
651.606   0.447089
651.616   0.458261
651.626   0.469855
651.636   0.481894
651.646   0.4944
651.656   0.507397
651.666   0.520909
651.676   0.534964
651.686   0.54959
651.696   0.564817
651.706   0.580678
651.716   0.597207
651.726   0.614441
651.736   0.632419
651.746   0.651183
651.756   0.670776
651.766   0.691247
651.776   0.712647
651.786   0.735029
651.796   0.758452
651.806   0.782978
651.816   0.808674
651.826   0.83561
651.836   0.863865
651.846   0.893519
651.856   0.92466
651.866   0.957383
651.876   0.991789
651.886   1.02799
651.896   1.06609
651.906   1.10623
651.916   1.14854
651.926   1.19316
651.936   1.24024
651.946   1.28996
651.956   1.34249
651.966   1.39802
651.976   1.45676
651.986   1.51892
651.996   1.58473
652.006   1.65444
652.016   1.72831
652.026   1.80662
652.036   1.88965
652.046   1.97772
652.056   2.07113
652.066   2.17022
652.076   2.27531
652.086   2.38675
652.096   2.50485
652.106   2.62994
652.116   2.76231
652.126   2.90223
652.136   3.04991
652.146   3.20549
652.156   3.36902
652.166   3.54042
652.176   3.71947
652.186   3.90574
652.196   4.0986
652.206   4.29712
652.216   4.50008
652.226   4.70588
652.236   4.91256
652.246   5.11776
652.256   5.31873
652.266   5.51233
652.276   5.69516
652.286   5.86358
652.296   6.01389
652.306   6.14251
652.316   6.24613
652.326   6.32193
652.336   6.36774
652.346   6.38223
652.356   6.36497
652.366   6.31648
652.376   6.23817
652.386   6.13226
652.396   6.00163
652.406   5.84963
652.416   5.67985
652.426   5.49599
652.436   5.30168
652.446   5.1003
652.456   4.89495
652.466   4.68834
652.476   4.48281
652.486   4.28029
652.496   4.08232
652.506   3.89011
652.516   3.70455
652.526   3.52627
652.536   3.35566
652.546   3.19294
652.556   3.03816
652.566   2.89128
652.576   2.75214
652.586   2.62052
652.596   2.49616
652.606   2.37876
652.616   2.26801
652.626   2.16356
652.636   2.06509
652.646   1.97226
652.656   1.88475
652.666   1.80224
652.676   1.72443
652.686   1.65104
652.696   1.58178
652.706   1.5164
652.716   1.45465
652.726   1.3963
652.736   1.34114
652.746   1.28896
652.756   1.23958
652.766   1.19281
652.776   1.1485
652.786   1.10649
652.796   1.06663
652.806   1.02879
652.816   0.992848
652.826   0.95869
652.836   0.926205
652.846   0.895294
652.856   0.865862
652.866   0.837821
652.876   0.811092
652.886   0.785596
652.896   0.761265
652.906   0.738031
652.916   0.715832
652.926   0.694611
652.936   0.674314
652.946   0.65489
652.956   0.636293
652.966   0.618477
652.976   0.601402
652.986   0.585028
652.996   0.569319
653.006   0.554241
653.016   0.539762
653.026   0.525851
653.036   0.512481
653.046   0.499624
653.056   0.487256
653.066   0.475353
653.076   0.463892
653.086   0.452853
653.096   0.442216
653.106   0.431962
653.116   0.422074
653.126   0.412534
653.136   0.403328
653.146   0.39444
653.156   0.385857
653.166   0.377564
653.176   0.36955
653.186   0.361802
653.196   0.354309
653.206   0.34706
653.216   0.340046
653.226   0.333256
653.236   0.326681
653.246   0.320313
653.256   0.314142
653.266   0.308163
653.276   0.302366
653.286   0.296744
653.296   0.291292
653.306   0.286002
653.316   0.280868
653.326   0.275884
653.336   0.271045
653.346   0.266345
653.356   0.26178
653.366   0.257343
653.376   0.253032
653.386   0.24884
653.396   0.244764
653.406   0.2408
653.416   0.236944
653.426   0.233192
653.436   0.229541
653.446   0.225987
653.456   0.222527
653.466   0.219157
653.476   0.215875
653.486   0.212678
653.496   0.209563
653.506   0.206527
653.516   0.203568
653.526   0.200684
653.536   0.197871
653.546   0.195128
653.556   0.192453
653.566   0.189843
653.576   0.187297
653.586   0.184812
653.596   0.182387
653.606   0.180019
653.616   0.177708
653.626   0.175452
653.636   0.173248
653.646   0.171095
653.656   0.168993
653.666   0.166938
653.676   0.164931
653.686   0.16297
653.696   0.161053
653.706   0.159179
653.716   0.157347
653.726   0.155556
653.736   0.153805
653.746   0.152092
653.756   0.150417
653.766   0.148778
653.776   0.147175
653.786   0.145607
653.796   0.144073
653.806   0.142571
653.816   0.141102
653.826   0.139664
653.836   0.138256
653.846   0.136878
653.856   0.135529
653.866   0.134208
653.876   0.132914
653.886   0.131648
653.896   0.130407
653.906   0.129192
653.916   0.128002
653.926   0.126837
653.936   0.125695
653.946   0.124576
653.956   0.12348
653.966   0.122406
653.976   0.121354
653.986   0.120323
653.996   0.119313
654.006   0.118322
654.016   0.117352
654.026   0.1164
654.036   0.115468
654.046   0.114554
654.056   0.113658
654.066   0.11278
654.076   0.111919
654.086   0.111074
654.096   0.110247
654.106   0.109435
654.116   0.10864
654.126   0.10786
654.136   0.107095
654.146   0.106345
654.156   0.10561
654.166   0.104888
654.176   0.104181
654.186   0.103488
654.196   0.102808
654.206   0.102141
654.216   0.101488
654.226   0.100846
654.236   0.100218
654.246   0.0996014
654.256   0.0989969
654.266   0.0984041
654.276   0.0978229
654.286   0.097253
654.296   0.0966942
